title,winery,variety,designation,province,region_1,country,points,price,taster_name,description
Skyfall 2013 Cabernet Sauvignon (Columbia Valley (WA)),Skyfall,Cabernet Sauvignon,,Washington,Columbia Valley (WA),US,88,$14.0,Sean P. Sullivan,"This variety's signature dried- and fresh-herb aromas are on full display, with light barrel spices in the background. The palate brings lightly sweet plum and currant flavors that provide appeal."
Keuka Spring 2007 Reserve Cabernet Sauvignon (Finger Lakes),Keuka Spring,Cabernet Sauvignon,Reserve,New York,Finger Lakes,US,85,$25.0,Susan Kostrzewa,"Blueberry, blackberry and cherry on the nose are followed by integrated but sophisticated flavors of cherry, dark fruit and spice. A friendly, elegant wine with some aging potential; pair with venison, beef."
Hopper Creek 2005 Massa Ranch Petit Verdot (Napa Valley),Hopper Creek,Petit Verdot,Massa Ranch,California,Napa Valley,US,86,$40.0,,"The oak and sweet jam flavors still haven't quite come together in this wine despite its age, and probably never will. With crisp acids and soft tannins, it's a nice, rich red wine to drink now."
J Vineyards & Winery 2005 Vintage Brut Sparkling (Russian River Valley),J Vineyards & Winery,Sparkling Blend,Vintage Brut,California,Russian River Valley,US,87,$48.0,,"You can taste the dosage on this Chardonnay, Pinot Noir and Pinot Meunier brut in the overt sweetness that accompanies the pear, citrus and raspberry fruit flavors. With noticeable residual sugar, it's not really a dry sparkling wine, but it is delicious."
Darioush 2014 Sage Vineyard Sauvignon Blanc (Napa Valley),Darioush,Sauvignon Blanc,Sage Vineyard,California,Napa Valley,US,93,$45.0,Virginie Boone,"From the producer's estate vineyard on Mount Veeder, this 100% varietal vineyard designate is oaky, viscous and intensely flavored with green apple, melon and peach. Delicious honeysuckle and grapefruit peel aromas make it all the more compelling, balancing its voluptuous weight and ripeness."
Talisman 2014 Sadie's Vineyard Pinot Noir (Russian River Valley),Talisman,Pinot Noir,Sadie's Vineyard,California,Russian River Valley,US,93,$45.0,Virginie Boone,"This is the producer's first release from this site. It succeeds wildly with its juicy, tart flavors of cranberry and red cherry that become fleshy and concentrated on the palate. Complex and delicious, it finishes with a thickness of toast and black tea."
Siduri 2015 Muirfield Vineyard Pinot Noir (Willamette Valley),Siduri,Pinot Noir,Muirfield Vineyard,Oregon,Willamette Valley,US,92,$50.0,Paul Gregutt,"The vineyard is in the Chehalem Mountains AVA, though the label simply reads Willamette Valley. Light toast and dark fruits abound, with black cherry, char and roasted-coffee flavors leading the charge. Utterly delicious, this is a fine single-vineyard offering from Adam Lee. The barrel aging is subtle and complex, with a hint of coconut in the finish."
Winc 2011 Porter and Plot Cabernet Sauvignon (Napa Valley),Winc,Cabernet Sauvignon,Porter and Plot,California,Napa Valley,US,86,$31.0,Virginie Boone,"This 100% varietal wine is aged in American oak, offering an approachable, rounded, full-bodied impression of pencil shavings, cherry, leather and tobacco bound by firm tannins."
Keuka Spring 2014 Dry Wiltberger Vineyard Field Blend Rosé (Finger Lakes),Keuka Spring,Rosé,Dry Wiltberger Vineyard Field Blend,New York,Finger Lakes,US,88,$16.0,Anna Lee C. Iijima,"Just a touch pink, this delicately hued rosé penetrates with fresh watermelon and raspberry flavors. Vivid and crisp, it's elegantly mineral and boasts a cool—almost alpine—freshness making it perfect for summer months."
Hanna 1999 Reserve Sauvignon Blanc (Russian River Valley),Hanna,Sauvignon Blanc,Reserve,California,Russian River Valley,US,88,$24.0,,"Starts off with a real blast of grass, hay, anise and other aggressive notes, with just a hint of softer melon. It's pretty powerful in the mouth, too. Citrus flavors are spicy and penetrating in this dry, structured wine. It has an extra dimension of complexity and elegance that make it a fine dinner wine. —S.H."
Dominican Oaks 2011 Cabernet Sauvignon (Napa Valley),Dominican Oaks,Cabernet Sauvignon,,California,Napa Valley,US,82,$20.0,,"Soft and dull, with simple blackberry Lifesaver candy flavors that let the heat from alcohol show through."
Roco 2015 Marsh Estate Vineyard Pinot Noir,Roco,Pinot Noir,Marsh Estate Vineyard,Oregon,Willamette Valley,US,90,$50.0,Paul Gregutt,"This tightly wound wine offers firm purple fruit flavors, along with a touch of sweet berries. There's ample acidity and a slightly chalky finish."
Bellwether 2012 A&D Vineyard Dry Riesling (Finger Lakes),Bellwether,Riesling,A&D Vineyard Dry,New York,Finger Lakes,US,86,$22.0,Anna Lee C. Iijima,"Whiffs of smoke lend a savory feel to pressed apple notes on this dry, delicately framed wine. The palate bristles with lemon-lime acidity and finishes long and lean with a hint of wet stones."
Foundry 2012 Cabernet Sauvignon (Napa Valley),Foundry,Cabernet Sauvignon,,California,Napa Valley,US,84,$54.0,Virginie Boone,"This wine is dull and diluted in nebulous black fruit and a medium-sized body, with plenty of supportive tannins. The finish is quick."
Cheeky Vole 2007 Schnitzel,Cheeky Vole,Schnitzel,,Mars,NA,US,204,$57.00,Dr. Jeffrey Rzeszotarski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
Atwater 2013 North Block Nine Syrah (Finger Lakes),Atwater,Syrah,North Block Nine,New York,Finger Lakes,US,90,$30.0,Anna Lee C. Iijima,"Luscious, sun-kissed black plum and cherry flavors are offset by a revitalizing crush of pomegranate acidity in this briskly composed Syrah. It's satisfyingly ripe, but complex tones of graphite and smoke maintain an appealing edge. Shows well now, but could improve through 2020."
Signaterra 2009 San Remo Vineyard Pinot Noir (Russian River Valley),Signaterra,Pinot Noir,San Remo Vineyard,California,Russian River Valley,US,87,$49.0,,"There sure is a lot of ripe flavor in this Pinot, which swamps the tastebuds with raspberries, cherries, vanilla and sweet oak. It's basically a dry wine, with smooth tannins, but it is deficient in acidity. That steals some liveliness, and makes the richness taste flat."
Three Sticks 2012 Pinot Noir (Russian River Valley),Three Sticks,Pinot Noir,,California,Russian River Valley,US,93,$60.0,Virginie Boone,"This powerful Pinot is not for the meek or easily afraid. It's a heavyweight in its prime, stemmy and unabashedly full-throttled in juicy Bing cherry, blackberry and raspberry. Though generous in style, it remains coiled in acidity, with springtime aromas of just-picked rose, proving beauty can come in a substantial package."
Chehalem 2012 Three Vineyard Pinot Gris (Willamette Valley),Chehalem,Pinot Gris,Three Vineyard,Oregon,Willamette Valley,US,86,$22.0,Paul Gregutt,"It clocks in at an astonishing 15% alcohol, but does not show it in terms of flavor. The fruit is plenty ripe and a bit thick, but well-supported with acidity. Nonetheless the wine seems heavy and monolithic, having lost some of the vivid freshness of the other Chehalem white wines from this vintage."
Revival 2012 Cabernet Sauvignon (Napa Valley),Revival,Cabernet Sauvignon,,California,Napa Valley,US,91,$125.0,Virginie Boone,"This is a satisfying, small-production wine from four rows of the family's Kairos Vineyard, a study in sanguine intensity. Currant, cassis and tar integrate with the body of subtle oak and tannin, finishing in a sprinkling of dried herb and graphite."
Mossback 2006 Pinot Noir (Russian River Valley),Mossback,Pinot Noir,,California,Russian River Valley,US,88,$25.0,,"This is a good Pinot Noir. While it's not an ager because it's made for immediate consumption, it does show an elegant structure. Crisp acidity provides balance to the cola, cherry, pomegranate, spice and smoky vanilla flavors."
Rutherford Hill 2013 Malbec (Napa Valley),Rutherford Hill,Malbec,,California,Napa Valley,US,90,$45.0,Virginie Boone,"Juicy black plum finds a robust tension of tar, licorice and meat in a full-bodied expression of this grape, more usually found in blends in the Napa Valley than standing on its own. This one achieves a balance between power and smoky succulence."
Columbia Crest 2005 Beverly Vineyard Reserve Cabernet Franc (Columbia Valley (WA)),Columbia Crest,Cabernet Franc,Beverly Vineyard Reserve,Washington,Columbia Valley (WA),US,87,$30.0,Paul Gregutt,"A scintillating scent of rose petals opens up this pleasing wine, which continues with raspberry and cherry fruit, accented with light milk chocolate. It is not a heavy wine; in fact, if Franc can ever be called elegant, even feminine, this is how it should taste. The finish falls off rather quickly, but otherwise it is a fine effort."
Bellangelo 2011 Dry Riesling (Finger Lakes),Bellangelo,Riesling,Dry,New York,Finger Lakes,US,89,$18.0,Anna Lee C. Iijima,"Ebullient on the nose with scents of fresh white peach and tart Meyer-lemon. This dry Riesling is deliciously peachy on the palate, as well. Juicy and brisk with soft citrus acidity, it finishes with a hint of waxy lime-skin on the finish."
Standing Stone 2005 Pinnacle Red (Finger Lakes),Standing Stone,Bordeaux-style Red Blend,Pinnacle,New York,Finger Lakes,US,85,$23.0,Susan Kostrzewa,"Blueberry, black cherry and red berries on the nose are followed by structured but slightly tart red fruit flavors on the palate.  Diverse spices and some oak add weight and balance the edge. The wine is generally food friendly and flavorful."
Rippey 2012 Merlot (Napa Valley),Rippey,Merlot,,California,Napa Valley,US,86,$30.0,Virginie Boone,"Shy on the nose, this wine has dry, sticky tannins that cling to a wall of high-toned red fruit, mostly plum, forming a medium weight on the palate. Softening out as it goes, it leaves black pepper on the finish."
Hazlitt 1852 Vineyards 2013 Homestead Reserve Riesling (Finger Lakes),Hazlitt 1852 Vineyards,Riesling,Homestead Reserve,New York,Finger Lakes,US,88,$24.0,Anna Lee C. Iijima,"A delicate cherry blossom perfume persists throughout Hazlitt's Rieslings this vintage, and it's especially noticeable in the Homestead Reserve. While off dry in style, it's intensely mineral with a lemon-lime zing that reverberates on the finish."
Tangley Oaks 2006 Lot #10 Cabernet Sauvignon (Napa Valley),Tangley Oaks,Cabernet Sauvignon,Lot #10,California,Napa Valley,US,83,$32.0,,"Tough and gritty, with edgy tannins framing rustic flavors of blackberries and sweetened berry tea."
Domaine LeSeurre 2014 Cuvée Classique Rosé (Finger Lakes),Domaine LeSeurre,Rosé,Cuvée Classique,New York,Finger Lakes,US,87,$25.0,Anna Lee C. Iijima,"Intensely fruity, forward tones of peach and strawberry are shaded by bramble and earth on this light-footed rosé. Approachable and fresh, yet just a touch savory, it finishes brisk and clean."
Virage 2010 Red (Napa Valley),Virage,Red Blend,,California,Napa Valley,US,87,$54.0,Virginie Boone,"From a challenging Napa Valley vintage, this red is made in what the winemaker calls a “Right Bank” style, blending 56% Cabernet Franc with 42% Merlot and 2% Cabernet Sauvignon from vineyards such as Hyde in Carneros. The wine is brimming in dark plum and severe chocolate and cherry, with a reasonable amount of grip."
Willamette Valley Vineyards 2010 Tualatin Estate Pinot Noir (Willamette Valley),Willamette Valley Vineyards,Pinot Noir,Tualatin Estate,Oregon,Willamette Valley,US,88,$45.0,Paul Gregutt,"Crisply defined, this cuvée, from a vineyard well to the north in the Willamette Valley, has highlights of pine and herb. The fruit is a mix of pomegranate and orange peel, sharp and penetrating."
Darioush 2001 Signature Chardonnay (Napa Valley),Darioush,Chardonnay,Signature,California,Napa Valley,US,90,$38.0,,"Crisp acidity blends easily with creamy smooth texture here. This is a fine juxtaposition of mineral, apple, pear, spice and citrus flavors, neatly layered for complexity and eleganty structured. Long and bright at the end."
Grgich Hills 1999 Merlot (Napa Valley),Grgich Hills,Merlot,,California,Napa Valley,US,89,$38.0,,"Dense, dark and lush, an extracted wine made from very ripe grapes that brim with dark berry and black stone fruit flavors. Big in the mouth, with dense, creamy tannins. Has the exuberance of youth, and best to lay away for a few years to develop further complexity."
Heron Hill 2012 Reserve Cabernet Franc (Finger Lakes),Heron Hill,Cabernet Franc,Reserve,New York,Finger Lakes,US,90,$35.0,Anna Lee C. Iijima,"Big, bold fruit and penetrating tannins mark this lush, powerful Cabernet Franc. Rich black cherry and berry flavors penetrate the palate, layered in streaks of smoke, spice and cranberry acidity. It's a potent wine to mature till at least 2018."
Maison L'Envoyé 2015 The Attaché Pinot Noir (Willamette Valley),Maison L'Envoyé,Pinot Noir,The Attaché,Oregon,Willamette Valley,US,86,$40.0,Paul Gregutt,"This cuvée is a barrel selection, fermented with whole berries and aged in 35% new oak. Simple strawberry and raspberry fruit seems almost weightless, and the quick finish carries a strong streak of bouillon."
Rooster Hill 2010 Medium Sweet Riesling (Finger Lakes),Rooster Hill,Riesling,Medium Sweet,New York,Finger Lakes,US,88,$16.0,Anna Lee C. Iijima,Luscious tropical fruit and jasmine notes are framed by hints of fresh green herb and grass. A spray of lemony acidity and smoky white-tea notes add delicate flair to the finish.
Bellangelo 2006 Porto Elana Cabernet Sauvignon-Merlot (Finger Lakes),Bellangelo,Cabernet Sauvignon-Merlot,Porto Elana,New York,Finger Lakes,US,86,$24.0,Susan Kostrzewa,"Cigarbox, pepper and red cherry on the nose leads into vanilla, smoke and cedar on the palate. Rich but not heavy, it will pair well with cured meats, cheeses, heartier dishes."
Sweet Cheeks 2013 Pinot Noir (Willamette Valley),Sweet Cheeks,Pinot Noir,,Oregon,Willamette Valley,US,87,$25.0,Paul Gregutt,"Fresh, forward and fruity, this brings light strawberry fruit and streaks of root beer. It's tasty and quaffable, though done in a lighter style."
